example_id,movie_name,conversation_id,utterance_id,speaker_name,listener_name,context_6_turns,current_text,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
mrs brown__conv_L396417__utt_L396422,mrs brown,L396417,L396422,BROWN,VICTORIA,"1. VICTORIA: My husband was always very complimentary in speaking of you.  He would have approved, I am sure, of my calling on you in this way.  I trust it does not inconvenience you too much.
2. BROWN to VICTORIA: I've no family, ma'am, apart from my brothers and sisters.
3. VICTORIA to BROWN: Yes.  You have a brother in service here, do you not?  I forget his name.
4. BROWN to VICTORIA: Archie.
5. VICTORIA to BROWN: Yes.  That will be company for you.","Yes, ma'am.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396426__utt_L396426,mrs brown,L396426,L396426,BROWN,,,So?,,,unclear,unclear,neutral_respect,unclear
mrs brown__conv_L396426__utt_L396427,mrs brown,L396426,L396427,ARCHIE,BROWN,1. BROWN: So?,"So, there are rules.  Things you do and things you don't do.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396426__utt_L396428,mrs brown,L396426,L396428,BROWN,ARCHIE,"1. BROWN: So?
2. ARCHIE to BROWN: So, there are rules.  Things you do and things you don't do.","I was just telling the woman how I feel, for God's sake.",,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
mrs brown__conv_L396426__utt_L396429,mrs brown,L396426,L396429,ARCHIE,BROWN,"1. BROWN: So?
2. ARCHIE to BROWN: So, there are rules.  Things you do and things you don't do.
3. BROWN to ARCHIE: I was just telling the woman how I feel, for God's sake.",You don't tell Her Majesty how you feel.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396426__utt_L396430,mrs brown,L396426,L396430,BROWN,ARCHIE,"1. BROWN: So?
2. ARCHIE to BROWN: So, there are rules.  Things you do and things you don't do.
3. BROWN to ARCHIE: I was just telling the woman how I feel, for God's sake.
4. ARCHIE to BROWN: You don't tell Her Majesty how you feel.","I speak as I find, Archie.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396426__utt_L396431,mrs brown,L396426,L396431,ARCHIE,BROWN,"1. BROWN: So?
2. ARCHIE to BROWN: So, there are rules.  Things you do and things you don't do.
3. BROWN to ARCHIE: I was just telling the woman how I feel, for God's sake.
4. ARCHIE to BROWN: You don't tell Her Majesty how you feel.
5. BROWN to ARCHIE: I speak as I find, Archie.",Not down south you don't.,,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
mrs brown__conv_L396432__utt_L396432,mrs brown,L396432,L396432,ARCHIE,,,So what did Ponsonby do when she started shouting?,,,unclear,unclear,neutral_respect,neutral_respect
mrs brown__conv_L396432__utt_L396433,mrs brown,L396432,L396433,BROWN,ARCHIE,1. ARCHIE: So what did Ponsonby do when she started shouting?,I think he nearly ruptured his truss.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396434__utt_L396434,mrs brown,L396434,L396434,BROWN,,,How much?,,,unclear,unclear,neutral_respect,neutral_respect
mrs brown__conv_L396434__utt_L396435,mrs brown,L396434,L396435,ARCHIE,BROWN,1. BROWN: How much?,Seventy a year.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396434__utt_L396436,mrs brown,L396434,L396436,BROWN,ARCHIE,"1. BROWN: How much?
2. ARCHIE to BROWN: Seventy a year.","Not bad, not bad.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396434__utt_L396437,mrs brown,L396434,L396437,ARCHIE,BROWN,"1. BROWN: How much?
2. ARCHIE to BROWN: Seventy a year.
3. BROWN to ARCHIE: Not bad, not bad.",How about yourself?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396434__utt_L396438,mrs brown,L396434,L396438,BROWN,ARCHIE,"1. BROWN: How much?
2. ARCHIE to BROWN: Seventy a year.
3. BROWN to ARCHIE: Not bad, not bad.
4. ARCHIE to BROWN: How about yourself?",Sixty.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396434__utt_L396439,mrs brown,L396434,L396439,ARCHIE,BROWN,"1. BROWN: How much?
2. ARCHIE to BROWN: Seventy a year.
3. BROWN to ARCHIE: Not bad, not bad.
4. ARCHIE to BROWN: How about yourself?
5. BROWN to ARCHIE: Sixty.",That's pretty good for a ghillie.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396440,mrs brown,L396440,L396440,BROWN,,,Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?,,,unclear,unclear,low_respect,low_respect
mrs brown__conv_L396440__utt_L396441,mrs brown,L396440,L396441,ARCHIE,BROWN,1. BROWN: Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?,It's better than shovelling horse shit.,,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
mrs brown__conv_L396440__utt_L396442,mrs brown,L396440,L396442,BROWN,ARCHIE,"1. BROWN: Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?
2. ARCHIE to BROWN: It's better than shovelling horse shit.","If you were looking for promotion, you should have picked one of the healthier ones.",,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
mrs brown__conv_L396440__utt_L396443,mrs brown,L396440,L396443,ARCHIE,BROWN,"1. BROWN: Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?
2. ARCHIE to BROWN: It's better than shovelling horse shit.
3. BROWN to ARCHIE: If you were looking for promotion, you should have picked one of the healthier ones.",She's hardly a full hamper herself.,,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
mrs brown__conv_L396440__utt_L396444,mrs brown,L396440,L396444,BROWN,ARCHIE,"1. BROWN: Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?
2. ARCHIE to BROWN: It's better than shovelling horse shit.
3. BROWN to ARCHIE: If you were looking for promotion, you should have picked one of the healthier ones.
4. ARCHIE to BROWN: She's hardly a full hamper herself.",It's only grief makes her like she is.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396445,mrs brown,L396440,L396445,ARCHIE,BROWN,"1. BROWN: Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?
2. ARCHIE to BROWN: It's better than shovelling horse shit.
3. BROWN to ARCHIE: If you were looking for promotion, you should have picked one of the healthier ones.
4. ARCHIE to BROWN: She's hardly a full hamper herself.
5. BROWN to ARCHIE: It's only grief makes her like she is.","Three years, John.  Is that not a bit long to be grieving?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396446,mrs brown,L396440,L396446,BROWN,ARCHIE,"1. BROWN: Prince Leopold?  Is he the one who bleeds all day?  So what does his valet do?  Wash his poultices for him?
2. ARCHIE to BROWN: It's better than shovelling horse shit.
3. BROWN to ARCHIE: If you were looking for promotion, you should have picked one of the healthier ones.
4. ARCHIE to BROWN: She's hardly a full hamper herself.
5. BROWN to ARCHIE: It's only grief makes her like she is.
6. ARCHIE to BROWN: Three years, John.  Is that not a bit long to be grieving?",She loved him.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396447,mrs brown,L396440,L396447,ARCHIE,BROWN,"1. ARCHIE to BROWN: It's better than shovelling horse shit.
2. BROWN to ARCHIE: If you were looking for promotion, you should have picked one of the healthier ones.
3. ARCHIE to BROWN: She's hardly a full hamper herself.
4. BROWN to ARCHIE: It's only grief makes her like she is.
5. ARCHIE to BROWN: Three years, John.  Is that not a bit long to be grieving?
6. BROWN to ARCHIE: She loved him.","Come on, man.  There's love and there's ...",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396448,mrs brown,L396440,L396448,BROWN,ARCHIE,"1. BROWN to ARCHIE: If you were looking for promotion, you should have picked one of the healthier ones.
2. ARCHIE to BROWN: She's hardly a full hamper herself.
3. BROWN to ARCHIE: It's only grief makes her like she is.
4. ARCHIE to BROWN: Three years, John.  Is that not a bit long to be grieving?
5. BROWN to ARCHIE: She loved him.
6. ARCHIE to BROWN: Come on, man.  There's love and there's ...",What?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396449,mrs brown,L396440,L396449,ARCHIE,BROWN,"1. ARCHIE to BROWN: She's hardly a full hamper herself.
2. BROWN to ARCHIE: It's only grief makes her like she is.
3. ARCHIE to BROWN: Three years, John.  Is that not a bit long to be grieving?
4. BROWN to ARCHIE: She loved him.
5. ARCHIE to BROWN: Come on, man.  There's love and there's ...
6. BROWN to ARCHIE: What?",You know what I mean.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396450,mrs brown,L396440,L396450,BROWN,ARCHIE,"1. BROWN to ARCHIE: It's only grief makes her like she is.
2. ARCHIE to BROWN: Three years, John.  Is that not a bit long to be grieving?
3. BROWN to ARCHIE: She loved him.
4. ARCHIE to BROWN: Come on, man.  There's love and there's ...
5. BROWN to ARCHIE: What?
6. ARCHIE to BROWN: You know what I mean.","I'm not sure I do, Archie.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396440__utt_L396451,mrs brown,L396440,L396451,ARCHIE,BROWN,"1. ARCHIE to BROWN: Three years, John.  Is that not a bit long to be grieving?
2. BROWN to ARCHIE: She loved him.
3. ARCHIE to BROWN: Come on, man.  There's love and there's ...
4. BROWN to ARCHIE: What?
5. ARCHIE to BROWN: You know what I mean.
6. BROWN to ARCHIE: I'm not sure I do, Archie.",There's love and there's behaving like you do because there's nobody to tell you not to.,roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
mrs brown__conv_L396452__utt_L396452,mrs brown,L396452,L396452,BROWN,,,Which one of us is she flirting with?,,,unclear,unclear,neutral_respect,neutral_respect
mrs brown__conv_L396452__utt_L396453,mrs brown,L396452,L396453,ARCHIE,BROWN,1. BROWN: Which one of us is she flirting with?,The good-looking one.,,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
mrs brown__conv_L396452__utt_L396454,mrs brown,L396452,L396454,BROWN,ARCHIE,"1. BROWN: Which one of us is she flirting with?
2. ARCHIE to BROWN: The good-looking one.",Aye?  Then she's obviously not got enough to do.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396452__utt_L396455,mrs brown,L396452,L396455,ARCHIE,BROWN,"1. BROWN: Which one of us is she flirting with?
2. ARCHIE to BROWN: The good-looking one.
3. BROWN to ARCHIE: Aye?  Then she's obviously not got enough to do.","You work the system right, you could ask her yourself.  Just be thankful you're not working for Household.  The Queen never lets them out of her sight.  But wee spats like us can slip through the net, easy.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396458__utt_L396458,mrs brown,L396458,L396458,LADY ELY,,,"It's Mr Brown, ma'am.",,,unclear,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396458__utt_L396459,mrs brown,L396458,L396459,VICTORIA,LADY ELY,"1. LADY ELY: It's Mr Brown, ma'am.",What is he doing there?,,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396458__utt_L396460,mrs brown,L396458,L396460,LADY ELY,VICTORIA,"1. LADY ELY: It's Mr Brown, ma'am.
2. VICTORIA to LADY ELY: What is he doing there?",He appears to be ... standing by his horse.,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396458__utt_L396461,mrs brown,L396458,L396461,VICTORIA,LADY ELY,"1. LADY ELY: It's Mr Brown, ma'am.
2. VICTORIA to LADY ELY: What is he doing there?
3. LADY ELY to VICTORIA: He appears to be ... standing by his horse.",I made no request to go out riding today.  How long has he been there?,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
